,Unnamed: 0,Word,Meaning
24375,38936,replenish,To fill again after having been diminished or emptied
24376,38939,replenisher,One who replenishes.
24377,38940,replenishment,"The act of replenishing, or the state of being replenished."
24378,38942,replete,Filled again
24379,38944,repleteness,The state of being replete.
24380,38945,repletion,The state of being replete
24381,38947,repletive,Tending to make replete
24382,38948,repletory,Repletive.
24383,38949,repleviable,Capable of being replevied.
24384,38950,replevin,"A personal action which lies to recover possession of goods and chattle wrongfully taken or detained.  Originally, it was a remedy peculiar to cases for wrongful distress, but it may generally now be brought in all cases of wrongful taking or detention."
24385,38953,replevisable,Repleviable.
24386,38954,replevied,of Replevy
24387,38955,replevying,of Replevy
24388,38956,replevy,"To take or get back, by a writ for that purpose (goods and chattels wrongfully taken or detained), upon giving security to try the right to them in a suit at law, and, if that should be determined against the plaintiff, to return the property replevied."
24389,38959,replica,"A copy of a work of art, as of a picture or statue, made by the maker of the original."
24390,38961,replicant,One who replies.
24391,38962,replicate,To reply.
24392,38964,replicated,Folded over or backward
24393,38965,replication,An answer
24394,38969,replier,One who replies.
24395,38970,replum,"The framework of some pods, as the cress, which remains after the valves drop off."
24396,38971,replied,of Reply
24397,38972,replying,of Reply
24398,38973,reply,To make a return in words or writing
24399,38977,replies,of Reply
24400,38979,replyer,See Replier.
24401,38980,repolish,To polish again.
24402,38981,repone,To replace.
24403,38982,repopulation,The act of repeopling
24404,38983,reported,of Report
24405,38984,report,To refer.
24406,39004,reportable,Capable or admitting of being reported.
24407,39005,reportage,SAme as Report.
24408,39006,reporter,One who reports.
24409,39009,reportingly,By report or common fame.
24410,39010,reportorial,Of or pertaining to a reporter or reporters
24411,39011,reposal,The act or state of reposing
24412,39013,reposance,Reliance.
24413,39014,reposed,of Repose
24414,39015,reposing,of Repose
24415,39016,repose,To cause to stop or to rest after motion
24416,39027,reposeful,Full of repose
24417,39028,reposer,One who reposes.
24418,39029,reposited,of Reposit
24419,39030,repositing,of Reposit
24420,39031,reposit,To cause to rest or stay
24421,39032,reposition,The act of repositing
24422,39033,repositor,An instrument employed for replacing a displaced organ or part.
24423,39034,repository,"A place where things are or may be reposited, or laid up, for safety or preservation"
24424,39035,repossess,To possess again
24425,39036,repossession,The act or the state of possessing again.
24426,39037,reposure,Rest
24427,39038,repour,To pour again.
24428,39039,repousse,"Formed in relief, as a pattern on metal."
24429,39042,reprefe,Reproof.
24430,39043,reprehended,of Reprehend
24431,39044,reprehending,of Reprehend
24432,39045,reprehend,"To reprove or reprimand with a view of restraining, checking, or preventing"
24433,39046,reprehender,One who reprehends.
24434,39047,reprehensible,Worthy of reprehension
24435,39048,reprehension,Reproof
24436,39049,reprehensive,Containing reprehension
24437,39050,reprehensory,Containing reproof
24438,39051,re-present,To present again
24439,39052,represent,To present again or anew
24440,39060,representable,Capable of being represented.
24441,39061,representance,Representation
24442,39062,representant,Appearing or acting for another
24443,39064,representation,"The act of representing, in any sense of the verb."
24444,39072,re-presentation,"The act of re-presenting, or the state of being presented again"
24445,39073,representationary,Implying representation
24446,39074,representative,Fitted to represent
24447,39086,representatively,In a representative manner
24448,39087,representativeness,The quality or state of being representative.
24449,39088,representer,"One who shows, exhibits, or describes."
24450,39090,representment,Representation.
24451,39091,repress,To press again.
24452,39095,represser,"One who, or that which, represses."
24453,39096,repressible,Capable of being repressed.
24454,39097,repression,"The act of repressing, or state of being repressed"
24455,39099,repressive,"Having power, or tending, to repress"
24456,39100,reprevable,Reprovable.
24457,39101,repreve,To reprove.
24458,39103,repriefe,Repreve.
24459,39104,reprieval,Reprieve.
24460,39105,reprieved,of Reprieve
24461,39106,reprieving,of Reprieve
24462,39107,reprieve,To delay the punishment of
24463,39111,reprimand,Severe or formal reproof
24464,39112,reprimanded,of Reprimand
24465,39113,reprimanding,of Reprimand
24466,39116,reprimander,One who reprimands.
24467,39117,reprimer,"A machine or implement for applying fresh primers to spent cartridge shells, so that the shells be used again."
24468,39118,reprint,To print again
24469,39121,reprinter,One who reprints.
24470,39122,reprisal,The act of taking from an enemy by way of reteliation or indemnity.
24471,39126,reprise,A taking by way of retaliation.
24472,39131,repristinate,To restore to an original state.
24473,39132,repristination,Restoration to an original state
24474,39133,reprive,To take back or away.
24475,39135,reprize,See Reprise.
24476,39136,reprizes,"See Reprise, n., 2."
24477,39137,reproached,of Reproach
24478,39138,reproaching,of Reproach
24479,39139,reproach,"To come back to, or come home to, as a matter of blame"
24480,39144,reproachablr,Deserving reproach
24481,39146,reproacher,One who reproaches.
24482,39147,reproachful,Expressing or containing reproach
24483,39149,reproachless,Being without reproach.
24484,39150,reprobacy,Reprobation.
24485,39151,reprobance,Reprobation.
24486,39152,reprobate,Not enduring proof or trial
24487,39156,reprobated,of Reprobate
24488,39157,reprobating,of Reprobate
24489,39160,reprobateness,The state of being reprobate.
24490,39161,reprobater,One who reprobates.
24491,39162,reprobation,The act of reprobating
24492,39164,reprobationer,"One who believes in reprobation. See Reprobation, 2."
24493,39165,reprobative,Of or pertaining to reprobation
24494,39166,reprobatory,Reprobative.
24495,39167,reproduce,To produce again.
24496,39172,reproducer,"One who, or that which, reproduces."
24497,39173,reproduction,The act or process of reproducing
24498,39176,reproductive,"Tending, or pertaining, to reproduction"
24499,39177,reproductory,Reproductive.
24500,39178,reproof,Refutation
24501,39180,reprovable,Worthy of reproof or censure.
24502,39181,re proval,Reproof.
24503,39182,reproved,of Reprove
24504,39183,reproving,of Reprove
24505,39184,reprove,To convince.
24506,39188,reprover,"One who, or that which, reproves."
24507,39189,reprovingly,In a reproving manner.
24508,39190,reprune,To prune again or anew.
24509,39191,rep-silver,"Money anciently paid by servile tenants to their lord, in lieu of the customary service of reaping his corn or grain."
24510,39192,reptant,Same as Repent.
24511,39194,reptantia,A division of gastropods
24512,39195,reptation,The act of creeping.
24513,39196,reptatory,Creeping.
24514,39197,reptile,Creeping
24515,39202,reptilia,"A class of air-breathing oviparous vertebrates, usually covered with scales or bony plates. The heart generally has two auricles and one ventricle. The development of the young is the same as that of birds."
24516,39203,reptilian,Belonging to the reptiles.
24517,39205,republic,Common weal.
24518,39207,republican,Of or pertaining to a republic.
24519,39213,republicanism,A republican form or system of government
24520,39216,republicanized,of Republicanize
24521,39217,republicanizing,of Republicanize
24522,39218,republicanize,"To change, as a state, into a republic"
24523,39219,republicate,To make public again
24524,39220,republication,"A second publication, or a new publication of something before published, as of a former will, of a volume already published, or the like"
24525,39221,republished,of Republish
24526,39222,republishing,of Republish
24527,39223,republish,To publish anew
24528,39224,republisher,One who republishes.
24529,39225,repudiable,Admitting of repudiation
24530,39226,repudiated,of Repudiate
24531,39227,repudiating,of Repudiate
24532,39228,repudiate,To cast off
24533,39231,repudiation,"The act of repudiating, or the state of being repuddiated"
24534,39233,repudiator,One who repudiates.
24535,39234,repugn,To fight against
24536,39235,repugnable,Capable of being repugned or resisted.
24537,39236,repugnance,Alt. of Repugnancy
24538,39237,repugnancy,The state or condition of being repugnant
24539,39238,repugnant,Disposed to fight against
24540,39239,repugnantly,In a repugnant manner.
24541,39240,repugnate,To oppose
24542,39241,repugner,One who repugns.
24543,39242,repullulate,To bud again.
24544,39243,repullulation,The act of budding again
24545,39244,repulsed,of Repulse
24546,39245,repulsing,of Repulse
24547,39246,repulse,To repel
24548,39250,repulseless,Not capable of being repulsed.
24549,39251,repulser,"One who repulses, or drives back."
24550,39252,repulsion,"The act of repulsing or repelling, or the state of being repulsed or repelled."
24551,39255,repulsive,"Serving, or able, to repulse"
24552,39257,repulsory,Repulsive
24553,39258,repurchase,To buy back or again
24554,39260,repurify,To purify again.
24555,39261,reputable,"Having, or worthy of, good repute"
24556,39262,reputation,The estimation in which one is held
24557,39266,reputatively,By repute.
24558,39267,reputed,of Repute
24559,39268,reputing,of Repute
24560,39269,repute,To hold in thought
24561,39272,reputedly,In common opinion or estimation
24562,39273,reputeless,Not having good repute
24563,39274,requere,To require.
24564,39275,request,The act of asking for anything desired
24565,39278,requested,of Request
24566,39279,requesting,of Request
24567,39282,requester,One who requests
24568,39283,requicken,To quicken anew
24569,39284,requiem,A mass said or sung for the repose of a departed soul.
24570,39287,requietory,A sepulcher.
24571,39288,requin,"The man-eater, or white shark (Carcharodon carcharias)"
24572,39289,requirable,Capable of being required
24573,39290,required,of Require
24574,39291,requiring,of Require
24575,39292,require,To demand
24576,39295,requirement,The act of requiring
24577,39297,requirer,One who requires.
24578,39298,requisite,"That which is required, or is necessary"
24579,39300,requisition,"The act of requiring, as of right"
24580,39309,requisitionist,One who makes or signs a requisition.
24581,39310,requisitive,Expressing or implying demand.
24582,39312,requisitor,One who makes reqisition
24583,39313,requisitory,Sought for
24584,39314,requitable,That may be requited.
24585,39315,requital,The act of requiting
24586,39316,requited,of Requite
24587,39317,requiting,of Requite
24588,39318,requite,To repay
24589,39319,requitement,Requital
24590,39320,requiter,One who requites.
24591,39321,rerebrace,Armor for the upper part of the arm.
24592,39322,reredemain,A backward stroke.
24593,39323,reredos,A screen or partition wall behind an altar.
24594,39326,rerefief,A fief held of a superior feudatory
24595,39327,rereign,To reign again.
24596,39328,re-reiterate,To reiterate many times.
24597,39330,re-resolve,To resolve again.
24598,39331,rereward,The rear guard of an army.
24599,39332,res,of Res
24600,39334,resail,To sail again
24601,39335,resale,"A sale at second hand, or at retail"
24602,39336,resalgar,Realgar.
24603,39337,resalute,To salute again.
24604,39338,resaw,To saw again
24605,39339,rescat,To ransom
24606,39341,rescinded,of Rescind
24607,39342,rescinding,of Rescind
24608,39343,rescind,To cut off
24609,39345,rescindable,Capable of being rescinded.
24610,39346,rescindment,The act of rescinding
24611,39347,rescission,"The act of rescinding, abrogating, annulling, or vacating"
24612,39348,rescissory,Tending to rescind
24613,39349,rescous,Rescue
24614,39351,rescowe,To rescue.
24615,39352,rescribe,To write back
24616,39354,rescript,The answer of an emperor when formallyconsulted by particular persons on some difficult question
24617,39357,rescription,A writing back
24618,39358,rescriptive,"Pertaining to, or answering the purpose of, a rescript"
24619,39359,rescriptively,By rescript.
24620,39360,rescuable,That may be rescued.
24621,39361,rescued,of Rescue
24622,39362,rescuing,of Rescue
24623,39363,rescue,"To free or deliver from any confinement, violence, danger, or evil"
24624,39368,rescueless,Without rescue or release.
24625,39369,rescuer,One who rescues.
24626,39370,rescussee,The party in whose favor a rescue is made.
24627,39371,rescussor,One who makes an unlawful rescue
24628,39372,rese,To shake
24629,39373,re-search,To search again
24630,39374,research,Diligent inquiry or examination in seeking facts or principles
24631,39376,researcher,One who researches.
24632,39377,researchful,Making researches
24633,39378,reseat,"To seat or set again, as on a chair, throne, etc."
24634,39380,resected,of Resect
24635,39381,resecting,of Resect
24636,39382,resect,To cut or pare off
24637,39383,resection,The act of cutting or paring off.
24638,39385,reseda,"A genus of plants, the type of which is mignonette."
24639,39387,reseek,To seek again.
24640,39388,reseize,"To seize again, or a second time."
24641,39391,reseizer,One who seizes again.
24642,39393,reseizure,A second seizure
24643,39394,resell,To sell again
24644,39395,resemblable,Admitting of being compared
24645,39396,resemblance,The quality or state of resembling
24646,39400,resemblant,Having or exhibiting resemblance
24647,39401,resembled,of Resemble
24648,39402,resembling,of Resemble
24649,39403,resemble,To be like or similar to
24650,39407,resembler,One who resembles.
24651,39408,resemblingly,So as to resemble
24652,39409,reseminate,To produce again by means of seed.
24653,39410,resend,To send again
24654,39413,resented,of Resent
24655,39414,resenting,of Resent
24656,39415,resent,To be sensible of
24657,39422,resenter,One who resents.
24658,39423,resentful,Inclined to resent
24659,39424,resentiment,Resentment.
24660,39425,resentingly,With deep sense or strong perception.
24661,39427,resentive,Resentful.
24662,39428,resentment,The act of resenting.
24663,39432,reserate,To unlock
24664,39433,reservance,Reservation.
24665,39434,reservation,"The act of reserving, or keeping back"
24666,39442,reservative,Tending to reserve or keep
24667,39443,reservatory,A place in which things are reserved or kept.
24668,39444,reserved,of Reserve
24669,39445,reserving,of Reserve
24670,39446,reserve,To keep back
24671,39458,reservee,"One to, or for, whom anything is reserved"
24672,39459,reserver,One who reserves.
24673,39460,reservist,A member of a reserve force of soldiers or militia.
24674,39461,reservoir,A place where anything is kept in store
24675,39463,reservor,One who reserves
24676,39464,reset,To set again
24677,39469,resetter,"One who receives or conceals, as stolen goods or criminal."
24678,39471,resettle,To settle again.
24679,39473,resettlement,"Act of settling again, or state of being settled again"
24680,39474,reshape,To shape again.
24681,39475,reship,To ship again
24682,39477,reshipment,The act of reshipping
24683,39478,reshipper,One who reships.
24684,39479,resiance,Residence
24685,39480,resiant,Resident
24686,39482,resided,of Reside
24687,39483,residing,of Reside
24688,39484,reside,To dwell permanently or for a considerable time
24689,39487,residence,"The act or fact of residing, abiding, or dwelling in a place for some continuance of time"
24690,39493,residency,Residence.
24691,39495,resident,"Dwelling, or having an abode, in a place for a continued length of time"
24692,39499,residenter,A resident.
24693,39500,residential,Of or pertaining to a residence or residents
24694,39502,residentiary,Having residence
24695,39505,residentiaryship,The office or condition of a residentiary.
24696,39506,residentship,The office or condition of a resident.
24697,39507,resider,One who resides in a place.
24698,39508,residual,Pertaining to a residue
24699,39511,residuary,Consisting of residue
24700,39512,residue,"That which remains after a part is taken, separated, removed, or designated"
24701,39516,residuous,Remaining
24702,39517,residuum,That which is left after any process of separation or purification
24703,39518,resiege,To seat again
24704,39519,re-sign,"To affix one's signature to, a second time"
24705,39520,resigned,of Resign
24706,39521,resigning,of Resign
24707,39522,resign,To sign back
24708,39525,re sign,Resignation.
24709,39526,resignation,"The act of resigning or giving up, as a claim, possession, office, or the like"
24710,39529,resignedly,With submission.
24711,39530,resignee,"One to whom anything is resigned, or in whose favor a resignation is made."
24712,39531,resigner,One who resigns.
24713,39532,resignment,The act of resigning.
24714,39533,resiled,of Resile
24715,39534,resiling,of Resile
24716,39535,resile,To start back
24717,39536,resilience,Alt. of Resiliency
24718,39537,resiliency,"The act of resiling, springing back, or rebounding"
24719,39539,resilient,Leaping back
24720,39540,resilition,Resilience.
24721,39541,resin,"Any one of a class of yellowish brown solid inflammable substances, of vegetable origin, which are nonconductors of electricity, have a vitreous fracture, and are soluble in ether, alcohol, and essential oils, but not in water"
24722,39542,resinaceous,Having the quality of resin
24723,39543,resinate,Any one of the salts the resinic acids.
24724,39544,resinic,"Pertaining to, or obtained from, resin"
24725,39545,resiniferous,Yielding resin
24726,39546,resiniform,Having the form of resin.
24727,39547,resino-electric,Containing or exhibiting resinous electricity.
24728,39548,resinoid,Somewhat like resin.
24729,39549,resinous,Of or pertaining to resin
24730,39550,resinously,"By means, or in the manner, of resin."
24731,39551,resinousness,The quality of being resinous.
24732,39552,resiny,Like resin
24733,39553,resipiscence,Wisdom derived from severe experience
24734,39554,resisted,of Resist
24735,39555,resisting,of Resist
24736,39556,resist,To stand against
24737,39562,resistance,The act of resisting
24738,39566,resistant,Making resistance
24739,39568,resister,One who resists.
24740,39569,resistful,Making much resistance.
24741,39570,resistibility,The quality of being resistible
24742,39572,resistible,Capable of being resisted
24743,39574,resistive,Serving to resist.
24744,39575,resistless,Having no power to resist
24745,39577,resoluble,Admitting of being resolved
24746,39578,resolute,Having a decided purpose
24747,39583,resolutely,In a resolute manner
24748,39584,resoluteness,The quality of being resolute.
24749,39585,resolution,"The act, operation, or process of resolving. Specifically: (a) The act of separating a compound into its elements or component parts. (b) The act of analyzing a complex notion, or solving a vexed question or difficult problem."
24750,39593,resolutioner,One who makes a resolution
24751,39594,resolutionist,One who makes a resolution.
24752,39595,resolutive,Serving to dissolve or relax.
24753,39596,resolutory,Resolutive.
24754,39597,resolvability,The quality or condition of being resolvable
24755,39598,resolvable,Admitting of being resolved
24756,39599,resolvableness,The quality of being resolvable
24757,39600,resolved,of Resolve
24758,39601,resolving,of Resolve
24759,39602,resolve,To separate the component parts of
24760,39619,resolvedly,So as to resolve or clear up difficulties
24761,39621,resolvedness,Fixedness of purpose
24762,39622,resolvent,Having power to resolve
24763,39626,resolver,"That which decomposes, or dissolves."
24764,39629,resonance,The act of resounding
24765,39631,resonancy,Resonance.
24766,39632,resonant,"Returning, or capable of returning, sound"
24767,39633,resonantly,In a resonant manner.
24768,39634,resonator,Anything which resounds
24769,39635,resorb,To swallow up.
24770,39636,resorbent,Swallowing up.
24771,39637,resorcin,"A colorless crystalline substance of the phenol series, obtained by melting certain resins, as galbanum, asafetida, etc., with caustic potash. It is also produced artificially and used in making certain dyestuffs, as phthalein, fluorescein, and eosin."
24772,39638,resorcylic,"Of, or pertaining to, or producing, resorcin"
24773,39639,resorption,The act of resorbing
24774,39640,resort,Active power or movement
24775,39641,resorted,of Resort
24776,39642,resorting,of Resort
24777,39649,resorter,One who resorts
24778,39650,resoun,Reason.
24779,39652,re-sound,To sound again or anew.
24780,39653,resounded,of Resound
24781,39654,resounding,of Resound
24782,39655,resound,To sound loudly
24783,39663,resource,That to which one resorts orr on which one depends for supply or support
24784,39665,resourceful,Full of resources.
24785,39666,resourceless,Destitute of resources.
24786,39667,resow,To sow again.
24787,39668,resown,To resound.
24788,39669,respeak,To speak or utter again.
24789,39671,respected,of Respect
24790,39672,respecting,of Respect
24791,39673,respect,To take notice of
24792,39685,respectability,The state or quality of being respectable
24793,39686,respectable,Worthy of respect
24794,39688,respectant,Placed so as to face one another
24795,39689,respecter,One who respects.
24796,39690,respectful,Marked or characterized by respect
24797,39692,respection,The act of respecting
24798,39693,respective,Noticing with attention
24799,39698,respectively,As relating to each
24800,39702,respectless,Having no respect
24801,39703,respectuous,Respectful
24802,39705,respell,To spell again.
24803,39706,resperse,To sprinkle
24804,39707,respersion,The act of sprinkling or scattering.
24805,39708,respirability,The quality or state of being respirable
24806,39709,respirable,Suitable for being breathed
24807,39710,respiration,"The act of respiring or breathing again, or catching one's breath."
24808,39714,respirational,Of or pertaining to respiration
24809,39715,respirative,Of or pertaining to respiration
24810,39716,respirator,"A divice of gauze or wire, covering the mouth or nose, to prevent the inhalation of noxious substances, as dust or smoke. Being warmed by the breath, it tempers cold air passing through it, and may also be used for the inhalation of medicated vapors."
24811,39717,respiratory,Of or pertaining to respiration
24812,39718,respired,of Respire
24813,39719,respiring,of Respire
24814,39720,respire,To take breath again
24815,39724,respite,A putting off of that which was appointed
24816,39728,respited,of Respite
24817,39729,respiting,of Respite
24818,39734,respiteless,Without respite.
24819,39735,resplendence,Alt. of Resplendency
24820,39736,resplendency,The quality or state of being resplendent
24821,39737,resplendent,Shining with brilliant luster
24822,39738,resplendishant,Resplendent
24823,39739,resplendishing,Resplendent.
24824,39740,resplit,To split again.
24825,39741,responded,of Respond
24826,39742,responding,of Respond
24827,39743,respond,To say somethin in return
24828,39751,respondence,Alt. of Respondency
24829,39752,respondency,The act of responding
24830,39753,respondent,Disposed or expected to respond
24831,39757,respondentia,"A loan upon goods laden on board a ship. It differs from bottomry, which is a loan on the ship itself."
24832,39758,responsal,Answerable.
24833,39761,response,The act of responding.
24834,39767,responseless,Giving no response.
24835,39769,responsibility,"The state of being responsible, accountable, or answerable, as for a trust, debt, or obligation."
24836,39772,responsible,Liable to respond
24837,39775,responsion,The act of answering.
24838,39777,responsive,That responds
24839,39780,responsorial,Responsory
24840,39781,responsory,Containing or making answer
24841,39786,rest,To arrest.
24842,39797,rested,of Rest
24843,39798,resting,of Rest
24844,39812,restagnant,Stagnant
24845,39813,restagnate,To stagnate
24846,39814,restagnation,Stagnation.
24847,39815,restant,Persistent.
24848,39816,restate,To state anew.
24849,39817,restaurant,An eating house.
24850,39818,restaurate,To restore.
24851,39819,restaurateur,The keeper of an eathing house or a restaurant.
24852,39820,restauration,Restoration.
24853,39821,restem,To force back against the current
24854,39823,restful,Being at rest
24855,39825,rest-harrow,"A European leguminous plant (Ononis arvensis) with long, tough roots."
24856,39826,restiff,Restive.
24857,39828,restiffness,Restiveness.
24858,39829,restiform,Formed like a rope
24859,39830,restily,In a resty manner.
24860,39831,restinction,Act of quenching or extingishing.
24861,39832,restiness,The quality or state of being resty
24862,39834,restinguish,To quench or extinguish.
24863,39835,restitute,To restore to a former state.
24864,39837,restitution,"The act of restoring anything to its rightful owner, or of making good, or of giving an equivalent for any loss, damage, or injury"
24865,39841,restitutor,One who makes restitution.
24866,39842,restive,Unwilling to go on
24867,39846,restless,Never resting
24868,39851,restorable,Admitting of being restored
24869,39852,restoral,Restoration.
24870,39853,restoration,"The act of restoring or bringing back to a former place, station, or condition"
24871,39856,restorationer,A Restorationist.
24872,39857,restorationism,The belief or doctrines of the Restorationists.
24873,39858,restorationist,One who believes in a temporary future punishment and a final restoration of all to the favor and presence of God
24874,39859,restorative,Of or pertaining to restoration
24875,39861,restoratively,In a restorative manner.
24876,39862,restorator,A restaurateur.
24877,39863,restoratory,Restorative.
24878,39864,re-store,To store again
24879,39865,restored,of Restore
24880,39866,restoring,of Restore
24881,39867,restore,To bring back to its former state
24882,39875,restorement,Restoration.
24883,39876,restorer,"One who, or that which, restores."
24884,39877,restrained,of Restrain
24885,39878,restraining,of Restrain
24886,39879,restrain,To draw back again
24887,39884,restrainable,Capable of being restrained
24888,39885,restrainedly,With restraint.
24889,39886,restrainer,"One who, or that which, restrains."
24890,39887,restrainment,The act of restraining.
24891,39888,restraint,"The act or process of restraining, or of holding back or hindering from motion or action, in any manner"
24892,39891,restrengthen,To strengthen again
24893,39892,restrict,Restricted.
24894,39893,restricted,of Restrict
24895,39894,restricting,of Restrict
24896,39896,restriction,"The act of restricting, or state of being restricted"
24897,39898,restrictionary,Restrictive.
24898,39899,restrictive,Serving or tending to restrict
24899,39901,restringed,of Restringe
24900,39902,restringing,of Restringe
24901,39903,restringe,To confine
24902,39904,restringency,Quality or state of being restringent
24903,39905,restringent,Restringing
24904,39907,restrive,To strive anew.
24905,39908,resty,Disposed to rest
24906,39909,resubjection,A second subjection.
24907,39910,resublime,To sublime again.
24908,39911,resudation,Act of sweating again.
24909,39912,resulted,of Result
24910,39913,resulting,of Result
24911,39914,result,To leap back
24912,39920,resultance,The act of resulting
24913,39921,resultant,Resulting or issuing from a combination
24914,39925,resultate,A result.
24915,39926,resultful,HAving results or effects.
24916,39927,resultive,Resultant.
24917,39928,resultless,Being without result
24918,39929,resumable,"Capable of, or admitting of, being resumed."
24919,39930,resume,A summing up
24920,39931,resumed,of Resume
24921,39932,resuming,of Resume
24922,39936,resummon,To summon again.
24923,39937,resummons,A second summons.
24924,39938,resumption,The act of resuming
24925,39940,resumptive,Taking back
24926,39941,resupinate,Inverted in position
24927,39942,resupinated,Resupinate.
24928,39943,resupination,The state of luing on the back
24929,39944,resupine,Lying on the back
24930,39945,resupply,To supply again.
24931,39946,resurgence,The act of rising again
24932,39947,resurgent,"Rising again, as from the dead."
24933,39949,resurrect,To take from the grave
24934,39951,resurrection,A rising again
24935,39955,resurrectionist,"One who steals bodies from the grave, as for dissection."
24936,39956,resurrectionize,To raise from the dead.
24937,39957,resurvey,To survey again or anew
24938,39959,resuscitable,Capable of resuscitation
24939,39960,resuscitant,"One who, or that which resuscitates. Also used adjectively."
24940,39961,resuscitate,Restored to life.
24941,39962,resuscitated,of Resuscitate
24942,39963,resuscitating,of Resuscitate
24943,39966,resuscitation,"The act of resuscitating, or state of being resuscitated."
24944,39967,resuscitative,Tending to resuscitate
24945,39968,resuscitator,"One who, or that which, resuscitates."
24946,39969,ret,See Aret.
24947,39971,retable,"A shelf behind the altar, for display of lights, vases of wlowers, etc."
24948,39972,retail,The sale of commodities in small quantities or parcels
24949,39974,retailed,of Retail
24950,39975,retailing,of Retail
24951,39979,retailer,One who retails anything
24952,39980,retailment,The act of retailing.
24953,39981,retained,of Retain
24954,39982,retaining,of Retain
24955,39983,retain,To continue to hold
24956,39988,retainable,Capable of being retained.
24957,39989,retainal,The act of retaining
24958,39990,retainer,"One who, or that which, retains."
24959,39997,retainment,The act of retaining
24960,39998,retake,To take or receive again.
24961,40000,retaker,One who takes again what has been taken
24962,40001,retaliated,of Retaliate
24963,40002,retaliating,of Retaliate
24964,40003,retaliate,To return the like for
24965,40005,retaliation,"The act of retaliating, or of returning like for like"
24966,40006,retaliative,Same as Retaliatory.
24967,40007,retaliatory,"Tending to, or involving, retaliation"
24968,40008,retarded,of Retard
24969,40009,retarding,of Retard
24970,40010,retard,To keep delaying
24971,40014,retardation,The act of retarding
24972,40018,retardative,"Tending, or serving, to retard."
24973,40019,retarder,"One who, or that which, retards."
24974,40020,retardment,The act of retarding
24975,40021,retched,of Retch
24976,40022,retching,of Retch
24977,40023,retch,To make an effort to vomit
24978,40025,retchless,Careless
24979,40026,rete,A net or network
24980,40027,retecious,Resembling network
24981,40028,retection,Act of disclosing or uncovering something concealed.
24982,40029,retell,To tell again.
24983,40030,retene,"A white crystalline hydrocarbon, polymeric with benzene. It is extracted from pine tar, and is also found in certain fossil resins."
24984,40031,retent,That which is retained.
24985,40032,retention,"The act of retaining, or the state of being ratined."
24986,40038,retentive,Having power to retain
24987,40040,retentively,In a retentive manner.
24988,40041,retentiveness,The quality of being retentive.
24989,40042,retentivity,The power of retaining
24990,40043,retentor,"A muscle which serves to retain an organ or part in place, esp. when retracted. See Illust. of Phylactolemata."
24991,40044,retepore,"Any one of several species of bryozoans of the genus Retepora. They form delicate calcareous corals, usually composed of thin fenestrated fronds."
24992,40045,retex,"To annual, as orders."
24993,40046,retexture,The act of weaving or forming again.
24994,40047,rethor,A rhetorician
24995,40048,rethoryke,Rhetoric.
24996,40049,retiarius,A gladiator armed with a net for entangling his adversary and a trident for despatching him.
24997,40050,retiary,Any spider which spins webs to catch its prey.
24998,40055,reticence,"The quality or state of being reticent, or keeping silence"
24999,40057,reticency,Reticence.
25000,40058,reticent,Inclined to keep silent
25001,40059,reticle,A small net.
25002,40061,reticular,"Having the form of a net, or of network"
25003,40063,reticularia,"An extensive division of rhizopods in which the pseudopodia are more or less slender and coalesce at certain points, forming irregular meshes. It includes the shelled Foraminifera, together with some groups which lack a true shell."
25004,40064,reticularian,One of the Reticularia.
25005,40065,reticularly,In a reticular manner.
25006,40066,reticulate,Alt. of Reticulated
25007,40067,reticulated,Resembling network
25008,40069,reticulation,"The quality or state of being reticulated, or netlike"
25009,40070,reticule,"A little bag, originally of network"
25010,40072,reticulosa,Same as Reticularia.
25011,40073,reticulose,Forming a network
25012,40074,reticula,of Reticulum
25013,40075,reticulum,"The second stomach of ruminants, in which folds of the mucous membrane form hexagonal cells"
25014,40077,retiform,Composed of crossing lines and interstices
25015,40078,retina,"The delicate membrane by which the back part of the globe of the eye is lined, and in which the fibers of the optic nerve terminate. See Eye."
25016,40079,retinacula,of Retinaculum
25017,40080,retinaculum,A connecting band
25018,40084,retinal,Of or pertaining to the retina.
25019,40085,retinalite,"A translucent variety of serpentine, of a honey yellow or greenish yellow color, having a waxy resinlike luster."
25020,40086,retinasphalt,Alt. of Retinasphaltum
25021,40087,retinasphaltum,Retinite.
25022,40088,retinerved,Having reticulated veins.
25023,40089,retinea,of Retineum
25024,40090,retineum,That part of the eye of an invertebrate which corresponds in function with the retina of a vertebrate.
25025,40091,retinic,Of or pertaining to resin
25026,40092,retinite,"An inflammable mineral resin, usually of a yellowish brown color, found in roundish masses, sometimes with coal."
25027,40093,retinitis,Inflammation of the retina.
25028,40094,retinoid,"Resinlike, or resinform"
25029,40095,retinol,"A hydrocarbon oil obtained by the distillation of resin, -- used in printer's ink."
25030,40096,retiniphorae,of Retinophora
25031,40097,retinophora,"One of group of two to four united cells which occupy the axial part of the ocelli, or ommatidia, of the eyes of invertebrates, and contain the terminal nerve fibrillae. See Illust. under Ommatidium."
25032,40098,retinophoral,Of or pertaining to retinophorae.
25033,40099,retinoscopy,The study of the retina of the eye by means of the ophthalmoscope.
25034,40100,retinue,The body of retainers who follow a prince or other distinguished person
25035,40101,retinulae,of Retinula
25036,40102,retinula,One of the group of pigmented cells which surround the retinophorae of invertebrates. See Illust. under Ommatidium.
